filename,similarity
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0849.jpg,287.92
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0796.jpg,288.48
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0242.jpg,289.97
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0264.jpg,290.0
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_1022.jpg,291.49
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0061.jpg,291.54
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0910.jpg,292.75
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0937.jpg,292.89
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_1336.jpg,292.96
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0870.jpg,295.59
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0871.jpg,295.74
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0389.jpg,296.26
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0677.jpg,296.63
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0057.jpg,298.62
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0782.jpg,298.79
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_1267.jpg,299.46
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_1208.jpg,299.73
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0890.jpg,302.19
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0028.jpg,302.32
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0051.jpg,302.5
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0846.jpg,304.51
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0875.jpg,304.63
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0047.jpg,305.82
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0784.jpg,305.85
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0092.jpg,305.94
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0481.jpg,306.57
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0234.jpg,306.86
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_1101.jpg,306.86
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0556.jpg,308.83
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0392.jpg,309.53
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0164.jpg,311.7
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0753.jpg,314.51
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0607.jpg,315.28
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0879.jpg,315.47
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0729.jpg,317.77
/Users/wibe/Desktop/CogSci/Visual_analytics/cds-visual/data/flowers/image_0604.jpg,318.01
